0.000000 0.000000 1.000000
1021.624863 -545.377307 632.743089
1021.624863 -545.377307 632.743089
1021.767135 -543.772954 632.688556
1022.241826 -542.445225 632.645360
1022.283132 -541.108649 632.466088
1022.284157 -540.078524 632.325378
1022.297113 -539.373489 632.234083
1022.599938 -538.918335 632.282515
1022.907510 -538.587873 632.314427
1023.023155 -538.223351 632.323269
1022.837726 -533.885710 632.187934
1024.427090 -530.118381 632.477644
1025.000183 -525.585725 632.566756
1023.946238 -522.047174 632.232060
1024.222782 -520.908083 632.261327
1024.477815 -519.780337 632.289413
1024.625708 -518.746163 632.282897
1024.920359 -517.693042 632.331946
1025.509893 -510.512803 632.391598
1025.545099 -509.480336 632.403736
1025.601047 -508.309005 632.418478
1024.446400 -503.429065 632.096042
1025.168633 -499.617332 632.168408
1024.706291 -494.746709 631.732536
1024.521982 -493.222685 631.503586
1024.349646 -491.757614 631.269830
1027.441471 -469.738361 630.740629
1025.860606 -462.694053 630.065267
1025.893751 -460.829632 630.092094
1025.553139 -458.781905 629.989860
1028.161596 -452.816692 630.594787
1028.410596 -450.476241 630.600820
1028.424573 -448.189339 630.547525
1027.861696 -445.874417 630.330343
1027.027974 -443.580933 630.032179
1026.253176 -441.432101 629.763771
1026.744518 -431.732777 629.860034
1026.838933 -429.870226 629.917729
1027.152603 -428.081908 630.048719
1025.317168 -422.213827 629.454559
1024.548995 -420.282851 629.149467
1024.064385 -410.499504 628.662638
1024.050522 -408.372182 628.719486
1021.876886 -396.312338 628.048849
1021.644497 -394.480308 627.890612
1021.378896 -392.763945 627.789178
1021.119761 -390.886125 627.720302
1018.076648 -378.443378 627.367293
1013.008267 -347.441406 627.764609
1010.661305 -340.743166 627.778411
1010.690876 -332.478884 627.892917
1009.574251 -325.404402 627.596659
1009.926038 -318.940199 627.715108
1008.559023 -311.955018 627.269113
1008.988966 -301.503031 626.813407
1009.189066 -299.372733 626.681545
1009.563790 -297.327361 626.625821
1009.790600 -295.065448 626.525158
1009.491418 -287.871502 626.113935
1009.773559 -285.597207 626.061948
1009.957171 -283.455329 626.004123
1010.061534 -281.381994 625.941985
1009.534534 -275.328064 625.705471
1009.412695 -273.236826 625.645440
1010.108598 -264.198425 625.457836
1010.373546 -262.128471 625.415322
1010.439290 -260.051790 625.304688
1010.092061 -253.302255 624.842568
1010.164376 -251.002980 624.782401
1010.157544 -248.764268 624.721130
1010.054492 -246.498946 624.683289
1010.478643 -235.710016 624.550968
1008.671182 -226.526309 624.024361
1007.834838 -217.735438 624.039921
1006.111038 -191.200463 623.518160
